text,author,tags,born_date,born_location,image_urls,images
“Anyone who has never made a mistake has never tried anything new.”,Albert Einstein,mistakes,"March 14, 1879","in Ulm, Germany",https://upload.wikimedia.org/wikipedia/commons/thumb/3/3e/Einstein_1921_by_F_Schmutzer_-_restoration.jpg/1280px-Einstein_1921_by_F_Schmutzer_-_restoration.jpg,"[{'url': 'https://upload.wikimedia.org/wikipedia/commons/thumb/3/3e/Einstein_1921_by_F_Schmutzer_-_restoration.jpg/1280px-Einstein_1921_by_F_Schmutzer_-_restoration.jpg', 'path': 'full/4f5cac5a8fd769e8d99283af96dd5d4f80464d48.jpg', 'checksum': 'feb6831cb8cd65d196be883f73c7f277', 'status': 'downloaded'}]"
"“What really knocks me out is a book that, when you're all done reading it, you wish the author that wrote it was a terrific friend of yours and you could call him up on the phone whenever you felt like it. That doesn't happen much, though.”",J.D. Salinger,"authors,books,literature,reading,writing","January 01, 1919","in Manhattan, New York, The United States",https://upload.wikimedia.org/wikipedia/commons/thumb/9/93/J._D._Salinger_%28Catcher_in_the_Rye_portrait%29.jpg/1280px-J._D._Salinger_%28Catcher_in_the_Rye_portrait%29.jpg,"[{'url': 'https://upload.wikimedia.org/wikipedia/commons/thumb/9/93/J._D._Salinger_%28Catcher_in_the_Rye_portrait%29.jpg/1280px-J._D._Salinger_%28Catcher_in_the_Rye_portrait%29.jpg', 'path': 'full/6819a11e19baff6daa74a478d8ccca3caa47551b.jpg', 'checksum': '803f19308d242f53b7d874484db5c844', 'status': 'downloaded'}]"
“If I had a flower for every time I thought of you...I could walk through my garden forever.”,Alfred Tennyson,"friendship,love","August 06, 1809","in Somersby, Lincolnshire, The United Kingdom",https://upload.wikimedia.org/wikipedia/commons/thumb/9/98/Alfred_Tennyson%2C_1st_Baron_Tennyson_by_George_Frederic_Watts.jpg/1280px-Alfred_Tennyson%2C_1st_Baron_Tennyson_by_George_Frederic_Watts.jpg,"[{'url': 'https://upload.wikimedia.org/wikipedia/commons/thumb/9/98/Alfred_Tennyson%2C_1st_Baron_Tennyson_by_George_Frederic_Watts.jpg/1280px-Alfred_Tennyson%2C_1st_Baron_Tennyson_by_George_Frederic_Watts.jpg', 'path': 'full/9f896701ba1fea524de0acdaa42a53612a1572c4.jpg', 'checksum': '36904abdbb3b6ab1785e1bd003786cde', 'status': 'downloaded'}]"
“Never tell the truth to people who are not worthy of it.”,Mark Twain,truth,"November 30, 1835","in Florida, Missouri, The United States",https://upload.wikimedia.org/wikipedia/commons/thumb/0/0c/Mark_Twain_by_AF_Bradley.jpg/1280px-Mark_Twain_by_AF_Bradley.jpg,"[{'url': 'https://upload.wikimedia.org/wikipedia/commons/thumb/0/0c/Mark_Twain_by_AF_Bradley.jpg/1280px-Mark_Twain_by_AF_Bradley.jpg', 'path': 'full/5aa96ae7741a7f449062a8fa21d9ba04be349c10.jpg', 'checksum': '2c8792bf9e2702de215ea8a5099d31fb', 'status': 'downloaded'}]"
"“... a mind needs books as a sword needs a whetstone, if it is to keep its edge.”",George R.R. Martin,"books,mind","September 20, 1948","in Bayonne, New Jersey, The United States",https://upload.wikimedia.org/wikipedia/commons/thumb/e/ed/Portrait_photoshoot_at_Worldcon_75%2C_Helsinki%2C_before_the_Hugo_Awards_%E2%80%93_George_R._R._Martin.jpg/1280px-Portrait_photoshoot_at_Worldcon_75%2C_Helsinki%2C_before_the_Hugo_Awards_%E2%80%93_George_R._R._Martin.jpg,"[{'url': 'https://upload.wikimedia.org/wikipedia/commons/thumb/e/ed/Portrait_photoshoot_at_Worldcon_75%2C_Helsinki%2C_before_the_Hugo_Awards_%E2%80%93_George_R._R._Martin.jpg/1280px-Portrait_photoshoot_at_Worldcon_75%2C_Helsinki%2C_before_the_Hugo_Awards_%E2%80%93_George_R._R._Martin.jpg', 'path': 'full/f847ef1b8dbce7af90b54cdb157ea235a513c824.jpg', 'checksum': '9ee0de2ea81f5c3481891befc8300072', 'status': 'downloaded'}]"
"“I believe in Christianity as I believe that the sun has risen: not only because I see it, but because by it I see everything else.”",C.S. Lewis,"christianity,faith,religion,sun","November 29, 1898","in Belfast, Ireland",https://upload.wikimedia.org/wikipedia/en/thumb/1/1e/C.s.lewis3.JPG/1280px-C.s.lewis3.JPG,"[{'url': 'https://upload.wikimedia.org/wikipedia/en/thumb/1/1e/C.s.lewis3.JPG/1280px-C.s.lewis3.JPG', 'path': 'full/c8c7af0f86f82275a53f26bd9f4fca2723665431.jpg', 'checksum': '724d7313ea3073425132343482900577', 'status': 'downloaded'}]"
“A lie can travel half way around the world while the truth is putting on its shoes.”,Mark Twain,"misattributed-mark-twain,truth","November 30, 1835","in Florida, Missouri, The United States",https://upload.wikimedia.org/wikipedia/commons/thumb/0/0c/Mark_Twain_by_AF_Bradley.jpg/1280px-Mark_Twain_by_AF_Bradley.jpg,"[{'url': 'https://upload.wikimedia.org/wikipedia/commons/thumb/0/0c/Mark_Twain_by_AF_Bradley.jpg/1280px-Mark_Twain_by_AF_Bradley.jpg', 'path': 'full/5aa96ae7741a7f449062a8fa21d9ba04be349c10.jpg', 'checksum': '2c8792bf9e2702de215ea8a5099d31fb', 'status': 'downloaded'}]"
"“A person's a person, no matter how small.”",Dr. Seuss,inspirational,"March 02, 1904","in Springfield, MA, The United States",https://upload.wikimedia.org/wikipedia/commons/thumb/1/18/Theodor_Seuss_Geisel_%2801037v%29.jpg/1280px-Theodor_Seuss_Geisel_%2801037v%29.jpg,"[{'url': 'https://upload.wikimedia.org/wikipedia/commons/thumb/1/18/Theodor_Seuss_Geisel_%2801037v%29.jpg/1280px-Theodor_Seuss_Geisel_%2801037v%29.jpg', 'path': 'full/efd5db5436af552b4f8a479188b629cdc50e56a2.jpg', 'checksum': '231d2a5d905de0f7c0fa82a569715cd1', 'status': 'downloaded'}]"
"“The truth."" Dumbledore sighed. ""It is a beautiful and terrible thing, and should therefore be treated with great caution.”",J.K. Rowling,truth,"July 31, 1965","in Yate, South Gloucestershire, England, The United Kingdom",https://upload.wikimedia.org/wikipedia/commons/thumb/5/5d/J._K._Rowling_2010.jpg/1280px-J._K._Rowling_2010.jpg,"[{'url': 'https://upload.wikimedia.org/wikipedia/commons/thumb/5/5d/J._K._Rowling_2010.jpg/1280px-J._K._Rowling_2010.jpg', 'path': 'full/67931e69367794fed5aba6adfce69cc8c6a2792b.jpg', 'checksum': 'ed591c7b7e9bf1d935519a56a252a23c', 'status': 'downloaded'}]"
“But better to get hurt by the truth than comforted with a lie.”,Khaled Hosseini,life,"March 04, 1965","in Kabul, Afghanistan",https://upload.wikimedia.org/wikipedia/commons/1/16/George_and_Laura_Bush_with_Khaled_Hosseini_in_2007_detail2.JPG,"[{'url': 'https://upload.wikimedia.org/wikipedia/commons/1/16/George_and_Laura_Bush_with_Khaled_Hosseini_in_2007_detail2.JPG', 'path': 'full/e00fc6b4f32bcf1967982d11e2009b873fa1d3d3.jpg', 'checksum': '5bbcaa7e9d0b4d3a7f88587eef6efa23', 'status': 'downloaded'}]"
"“You have to write the book that wants to be written. And if the book will be too difficult for grown-ups, then you write it for children.”",Madeleine L'Engle,"books,children,difficult,grown-ups,write,writers,writing","November 29, 1918","in New York City, New York, The United States",https://upload.wikimedia.org/wikipedia/en/thumb/c/c9/Madeleine_lengle.jpg/1280px-Madeleine_lengle.jpg,"[{'url': 'https://upload.wikimedia.org/wikipedia/en/thumb/c/c9/Madeleine_lengle.jpg/1280px-Madeleine_lengle.jpg', 'path': 'full/c1d48aeed6ba650c79a9223f7cd8980163df69d8.jpg', 'checksum': 'c4052d97e2108c50e4b427acc19753d1', 'status': 'downloaded'}]"
“To die will be an awfully big adventure.”,J.M. Barrie,"adventure,love","May 09, 1860","in Kirriemuir, Angus, Scotland, The United Kingdom",https://upload.wikimedia.org/wikipedia/commons/thumb/9/9c/James_Matthew_Barrie00.jpg/1280px-James_Matthew_Barrie00.jpg,"[{'url': 'https://upload.wikimedia.org/wikipedia/commons/thumb/9/9c/James_Matthew_Barrie00.jpg/1280px-James_Matthew_Barrie00.jpg', 'path': 'full/593de0e753650ca7db0f4ba06c3a817eda9a6097.jpg', 'checksum': 'c9d66519811f5a5c7c7c969a7d23aec5', 'status': 'downloaded'}]"
“It takes courage to grow up and become who you really are.”,E.E. Cummings,courage,"October 14, 1894","in Cambridge, Massachusetts, The United States",https://upload.wikimedia.org/wikipedia/commons/thumb/3/3b/E._E._Cummings_NYWTS.jpg/1280px-E._E._Cummings_NYWTS.jpg,"[{'url': 'https://upload.wikimedia.org/wikipedia/commons/thumb/3/3b/E._E._Cummings_NYWTS.jpg/1280px-E._E._Cummings_NYWTS.jpg', 'path': 'full/6525c1237b89c4e61b59135af3e113c4d7886cf6.jpg', 'checksum': '2fd132722c4e5344d6326da8abf05484', 'status': 'downloaded'}]"
"“I'm the one that's got to die when it's time for me to die, so let me live my life the way I want to.”",Jimi Hendrix,"death,life","November 27, 1942","in Seattle, Washington, The United States",https://upload.wikimedia.org/wikipedia/commons/thumb/a/ae/Jimi_Hendrix_1967.png/1280px-Jimi_Hendrix_1967.png,"[{'url': 'https://upload.wikimedia.org/wikipedia/commons/thumb/a/ae/Jimi_Hendrix_1967.png/1280px-Jimi_Hendrix_1967.png', 'path': 'full/2c05e574ed6e581ea3bebf8bf3d34152e2d1badc.jpg', 'checksum': 'c3bcf135727dac6e22fd88a7405cb4b0', 'status': 'downloaded'}]"
“You never really understand a person until you consider things from his point of view... Until you climb inside of his skin and walk around in it.”,Harper Lee,better-life-empathy,"April 28, 1926","in Monroeville, Alabama, The United States",https://upload.wikimedia.org/wikipedia/commons/thumb/b/b5/Photo_portrait_of_Harper_Lee_%28To_Kill_a_Mockingbird_dust_jacket%2C_1960%29.jpg/1280px-Photo_portrait_of_Harper_Lee_%28To_Kill_a_Mockingbird_dust_jacket%2C_1960%29.jpg,"[{'url': 'https://upload.wikimedia.org/wikipedia/commons/thumb/b/b5/Photo_portrait_of_Harper_Lee_%28To_Kill_a_Mockingbird_dust_jacket%2C_1960%29.jpg/1280px-Photo_portrait_of_Harper_Lee_%28To_Kill_a_Mockingbird_dust_jacket%2C_1960%29.jpg', 'path': 'full/96607c152fbe0f7b087071cbacc0fcc4564e689e.jpg', 'checksum': '6b444543b30ba48245250129104e308a', 'status': 'downloaded'}]"
